1.000000,0.000000,0.000000,0.000000,0.000000
0.993255,0.006638,0.000101,0.000002,0.000000
0.973223,0.025120,0.001456,0.000118,0.000012
0.940499,0.051485,0.006271,0.001065,0.000216
0.896035,0.080167,0.015795,0.004327,0.001413
0.841136,0.105338,0.028807,0.011022,0.005071
0.777582,0.122462,0.042102,0.020718,0.012541
0.707887,0.129655,0.052673,0.031927,0.024489
0.635160,0.127934,0.059363,0.043208,0.040786
0.562293,0.120150,0.062775,0.053741,0.061267
0.491607,0.109707,0.064346,0.063840,0.087992
0.425163,0.099445,0.065274,0.075237,0.126259
0.364715,0.090861,0.066286,0.091105,0.181071
0.311323,0.084231,0.068076,0.114787,0.248968
0.265269,0.079257,0.071189,0.148547,0.312805
0.226360,0.075463,0.075951,0.195024,0.346571
0.194204,0.072444,0.083061,0.258562,0.329943
0.168275,0.070084,0.093494,0.341849,0.263572
0.147890,0.068476,0.107258,0.438682,0.170702
0.132184,0.067527,0.123179,0.529294,0.083107
0.120187,0.066816,0.141501,0.584922,0.024661
0.110992,0.066033,0.167353,0.582093,0.002555
0.103908,0.065624,0.210939,0.517291,0.008121
0.098480,0.066832,0.282590,0.408752,0.024660
0.094374,0.070945,0.385329,0.284681,0.036963
0.091257,0.078328,0.509659,0.170614,0.037927
0.088720,0.087761,0.633448,0.083365,0.028483
0.086278,0.096487,0.727656,0.029036,0.013394
0.083452,0.101414,0.767314,0.004106,0.001788
0.079982,0.101231,0.743672,0.001312,0.010866
0.076091,0.097744,0.669286,0.015086,0.057978
0.072273,0.094970,0.568346,0.039267,0.140063
0.068761,0.098600,0.461919,0.065396,0.229846
0.065652,0.115972,0.363918,0.087889,0.295495
0.063113,0.154164,0.281531,0.106548,0.317862
0.061329,0.217695,0.216088,0.123318,0.295154
0.060416,0.306920,0.165129,0.136918,0.238504
0.060381,0.417322,0.125029,0.140904,0.166906
0.061102,0.539768,0.092746,0.127358,0.100974
0.062313,0.661750,0.066049,0.094259,0.054090
0.063643,0.769257,0.043234,0.051188,0.027482
0.064738,0.848931,0.023736,0.016022,0.014490
0.065385,0.890748,0.009117,0.003217,0.008977
0.065500,0.890478,0.001760,0.015097,0.007378
0.065055,0.850360,0.001730,0.042909,0.007743
0.064069,0.778309,0.005628,0.074971,0.014489
0.062649,0.686038,0.008964,0.104652,0.039336
0.060979,0.586096,0.010123,0.131469,0.090134
0.059298,0.488879,0.013258,0.155562,0.159799
0.057905,0.401147,0.028500,0.172762,0.227965
0.057214,0.327152,0.068736,0.177637,0.272093
0.057538,0.269921,0.142006,0.169497,0.276053
0.058767,0.229344,0.245662,0.151682,0.236116
0.060578,0.202570,0.368396,0.130141,0.168294
0.062621,0.186183,0.491859,0.108913,0.098968
0.064453,0.175993,0.593106,0.085395,0.048075
0.065613,0.167171,0.652863,0.056373,0.023005
0.065771,0.156126,0.664965,0.028319,0.022879
0.064831,0.142140,0.638024,0.017435,0.043610
0.062912,0.126914,0.587722,0.039320,0.074834
0.060301,0.112823,0.527861,0.099058,0.097388
0.057420,0.101660,0.466679,0.187716,0.094445
0.054816,0.094246,0.407710,0.285649,0.065699
0.053195,0.090423,0.352398,0.370946,0.028054
0.053469,0.089198,0.302692,0.428346,0.004956
0.056811,0.088900,0.261780,0.453521,0.012934
0.064587,0.087443,0.231438,0.451301,0.052654
0.078074,0.083223,0.208607,0.428724,0.111125
0.098190,0.076298,0.187564,0.390551,0.170424
0.125559,0.068509,0.165749,0.343305,0.216100
0.160675,0.062551,0.144906,0.296622,0.240806
0.204004,0.060983,0.127710,0.256585,0.241261
0.255936,0.065810,0.115528,0.221886,0.217483
0.315941,0.078006,0.108961,0.189059,0.177964
0.381825,0.096020,0.106445,0.155833,0.136212
0.451248,0.115960,0.103282,0.121440,0.101850
0.522688,0.133511,0.095274,0.089231,0.077842
0.594649,0.144669,0.081057,0.063938,0.060176
0.665272,0.146309,0.062592,0.047805,0.043523
0.732479,0.137000,0.044410,0.039345,0.026979
0.794156,0.117453,0.031201,0.033875,0.013401
0.848289,0.090498,0.025240,0.026337,0.005430
0.893099,0.060618,0.025521,0.015514,0.003304
0.927144,0.032981,0.028711,0.005214,0.004668
0.949345,0.012203,0.030974,0.000287,0.005715
0.959019,0.001361,0.029826,0.001836,0.004469
0.955949,0.001507,0.025184,0.006682,0.003005
0.940446,0.011686,0.018981,0.010817,0.004578
0.913368,0.029383,0.013844,0.012616,0.009115
0.876079,0.051265,0.011882,0.012984,0.013243
0.830357,0.073950,0.014153,0.013632,0.014156
0.778251,0.094516,0.020473,0.015917,0.012064
0.721888,0.110705,0.029315,0.020547,0.009837
0.663291,0.121048,0.038181,0.027029,0.012616
0.604255,0.125089,0.044709,0.032883,0.028198
0.546334,0.123580,0.047880,0.034188,0.065127
0.490864,0.118311,0.048481,0.028629,0.126399
0.438977,0.111508,0.048561,0.019540,0.202453
0.391566,0.105082,0.050138,0.017695,0.271457
0.349224,0.100058,0.053835,0.038800,0.310712
0.312189,0.096398,0.058145,0.096402,0.310788
0.280316,0.093118,0.059657,0.192699,0.278825
0.253110,0.088654,0.054713,0.313626,0.228842
0.229868,0.081679,0.042935,0.433807,0.172040
0.209898,0.072218,0.030617,0.528219,0.116786
0.192675,0.062194,0.029971,0.580633,0.072135
0.177828,0.054721,0.053449,0.584683,0.046282
0.165044,0.052582,0.107535,0.541618,0.041081
0.153951,0.056842,0.190659,0.459122,0.049679
0.144087,0.066304,0.295784,0.351581,0.059569
0.135144,0.077887,0.413716,0.239892,0.058870
0.127223,0.087050,0.531527,0.145745,0.043369
0.120246,0.088686,0.631681,0.079445,0.019740
0.113687,0.080014,0.698960,0.039216,0.004948
0.107137,0.062488,0.724110,0.018324,0.015442
0.100545,0.041615,0.705218,0.009391,0.053764
0.094172,0.025588,0.649975,0.009057,0.107335
0.088436,0.023138,0.574954,0.019275,0.158163
0.083657,0.041234,0.499264,0.042047,0.193328
0.079895,0.083133,0.435103,0.073623,0.206380
0.077022,0.147802,0.383979,0.104253,0.195489
0.074867,0.231059,0.340365,0.122857,0.166349
0.073252,0.326818,0.295975,0.122991,0.130058
0.072007,0.427735,0.243647,0.105717,0.096254
0.071020,0.525952,0.182173,0.077611,0.072250
