4.0000000000e+00,-6.7088417657e+02
4.0010000000e+00,-6.7092122819e+02
4.0020000000e+00,-6.7095426280e+02
4.0030000000e+00,-6.7098688436e+02
4.0040000000e+00,-6.7101973156e+02
4.0050000000e+00,-6.7105249147e+02
4.0060000000e+00,-6.7108024105e+02
4.0070000000e+00,-6.7110764926e+02
4.0080000000e+00,-6.7113524787e+02
4.0090000000e+00,-6.7116248284e+02
4.0100000000e+00,-6.7118626924e+02
4.0110000000e+00,-6.7120852953e+02
4.0120000000e+00,-6.7123059291e+02
4.0130000000e+00,-6.7125270998e+02
4.0140000000e+00,-6.7127253157e+02
4.0150000000e+00,-6.7128941158e+02
4.0160000000e+00,-6.7130632065e+02
4.0170000000e+00,-6.7132334816e+02
4.0180000000e+00,-6.7133896131e+02
4.0190000000e+00,-6.7135082947e+02
4.0200000000e+00,-6.7136261042e+02
4.0210000000e+00,-6.7137433415e+02
4.0220000000e+00,-6.7138597507e+02
4.0230000000e+00,-6.7139295434e+02
4.0240000000e+00,-6.7139946278e+02
4.0250000000e+00,-6.7140618182e+02
4.0260000000e+00,-6.7141283590e+02
4.0270000000e+00,-6.7141575010e+02
4.0280000000e+00,-6.7141735731e+02
4.0290000000e+00,-6.7141906092e+02
4.0300000000e+00,-6.7142055208e+02
4.0310000000e+00,-6.7141970562e+02
4.0320000000e+00,-6.7141643568e+02
4.0330000000e+00,-6.7141295758e+02
4.0340000000e+00,-6.7140958240e+02
4.0350000000e+00,-6.7140500763e+02
4.0360000000e+00,-6.7139668884e+02
4.0370000000e+00,-6.7138830578e+02
4.0380000000e+00,-6.7138015209e+02
4.0390000000e+00,-6.7137161903e+02
4.0400000000e+00,-6.7135854266e+02
4.0410000000e+00,-6.7134539079e+02
4.0420000000e+00,-6.7133218993e+02
4.0430000000e+00,-6.7131894586e+02
4.0440000000e+00,-6.7130222606e+02
4.0450000000e+00,-6.7128414114e+02
4.0460000000e+00,-6.7126616455e+02
4.0470000000e+00,-6.7124824657e+02
4.0480000000e+00,-6.7122770440e+02
4.0490000000e+00,-6.7120495204e+02
4.0500000000e+00,-6.7118230694e+02
4.0510000000e+00,-6.7115948791e+02
4.0520000000e+00,-6.7113539968e+02
4.0530000000e+00,-6.7110810971e+02
4.0540000000e+00,-6.7108050521e+02
4.0550000000e+00,-6.7105314798e+02
4.0560000000e+00,-6.7102555126e+02
4.0570000000e+00,-6.7099346820e+02
4.0580000000e+00,-6.7096132733e+02
4.0590000000e+00,-6.7092939964e+02
4.0600000000e+00,-6.7089720364e+02
4.0610000000e+00,-6.7086153001e+02
4.0620000000e+00,-6.7082493971e+02
4.0630000000e+00,-6.7078822489e+02
4.0640000000e+00,-6.7075155491e+02
4.0650000000e+00,-6.7071251934e+02
4.0660000000e+00,-6.7067122740e+02
4.0670000000e+00,-6.7063006578e+02
4.0680000000e+00,-6.7058899007e+02
4.0690000000e+00,-6.7054632273e+02
4.0700000000e+00,-6.7050072591e+02
4.0710000000e+00,-6.7045507522e+02
4.0720000000e+00,-6.7040944089e+02
4.0730000000e+00,-6.7036345329e+02
4.0740000000e+00,-6.7031352801e+02
4.0750000000e+00,-6.7026332632e+02
4.0760000000e+00,-6.7021332226e+02
4.0770000000e+00,-6.7016334377e+02
4.0780000000e+00,-6.7010965143e+02
4.0790000000e+00,-6.7005520455e+02
4.0800000000e+00,-6.7000091508e+02
4.0810000000e+00,-6.6994640452e+02
4.0820000000e+00,-6.6988954344e+02
4.0830000000e+00,-6.6983087071e+02
4.0840000000e+00,-6.6977209966e+02
4.0850000000e+00,-6.6971342431e+02
4.0860000000e+00,-6.6965333044e+02
4.0870000000e+00,-6.6959034202e+02
4.0880000000e+00,-6.6952730676e+02
4.0890000000e+00,-6.6946452601e+02
4.0900000000e+00,-6.6940106969e+02
4.0910000000e+00,-6.6933394560e+02
4.0920000000e+00,-6.6926682531e+02
4.0930000000e+00,-6.6919965876e+02
4.0940000000e+00,-6.6913253496e+02
4.0950000000e+00,-6.6906197132e+02
4.0960000000e+00,-6.6899056304e+02
4.0970000000e+00,-6.6891935000e+02
4.0980000000e+00,-6.6884812094e+02
4.0990000000e+00,-6.6877434670e+02
4.1000000000e+00,-6.6869894371e+02
4.1010000000e+00,-6.6862367904e+02
4.1020000000e+00,-6.6854830388e+02
4.1030000000e+00,-6.6847143265e+02
4.1040000000e+00,-6.6839217413e+02
4.1050000000e+00,-6.6831265005e+02
4.1060000000e+00,-6.6823336154e+02
4.1070000000e+00,-6.6815356296e+02
4.1080000000e+00,-6.6807012316e+02
4.1090000000e+00,-6.6798673213e+02
4.1100000000e+00,-6.6790351993e+02
4.1110000000e+00,-6.6782012460e+02
4.1120000000e+00,-6.6773334666e+02
4.1130000000e+00,-6.6764607266e+02
4.1140000000e+00,-6.6755882293e+02
