4.1150000000e+00,-6.6747154037e+02
4.1160000000e+00,-6.6738193488e+02
4.1170000000e+00,-6.6729068595e+02
4.1180000000e+00,-6.6719956243e+02
4.1190000000e+00,-6.6710858327e+02
4.1200000000e+00,-6.6701582503e+02
4.1210000000e+00,-6.6692093203e+02
4.1220000000e+00,-6.6682600889e+02
4.1230000000e+00,-6.6673108166e+02
4.1240000000e+00,-6.6663559472e+02
4.1250000000e+00,-6.6653691454e+02
4.1260000000e+00,-6.6643813526e+02
4.1270000000e+00,-6.6633951370e+02
4.1280000000e+00,-6.6624091662e+02
4.1290000000e+00,-6.6613880747e+02
4.1300000000e+00,-6.6603630024e+02
4.1310000000e+00,-6.6593408827e+02
4.1320000000e+00,-6.6583162347e+02
4.1330000000e+00,-6.6572682790e+02
4.1340000000e+00,-6.6562080256e+02
4.1350000000e+00,-6.6551467760e+02
4.1360000000e+00,-6.6540873571e+02
4.1370000000e+00,-6.6530118369e+02
4.1380000000e+00,-6.6519149231e+02
4.1390000000e+00,-6.6508181014e+02
4.1400000000e+00,-6.6497229450e+02
4.1410000000e+00,-6.6486199095e+02
4.1420000000e+00,-6.6474872277e+02
4.1430000000e+00,-6.6463558653e+02
4.1440000000e+00,-6.6452241553e+02
4.1450000000e+00,-6.6440924619e+02
4.1460000000e+00,-6.6429286514e+02
4.1470000000e+00,-6.6417597134e+02
4.1480000000e+00,-6.6405943545e+02
4.1490000000e+00,-6.6394283297e+02
