0.009998,0.004998,-0.004997,-0.030117,-0.040091,0.060216
0.009994,0.004992,-0.004988,-0.060241,-0.080093,0.120373
0.009986,0.004982,-0.004973,-0.090376,-0.119918,0.180408
0.009976,0.004968,-0.004952,-0.120529,-0.159479,0.240262
0.009962,0.004950,-0.004925,-0.150705,-0.198688,0.299876
0.009946,0.004928,-0.004892,-0.180911,-0.237458,0.359189
0.009926,0.004903,-0.004853,-0.211150,-0.275705,0.418143
0.009904,0.004873,-0.004808,-0.241429,-0.313343,0.476680
0.009878,0.004840,-0.004758,-0.271750,-0.350289,0.534740
0.009849,0.004803,-0.004701,-0.302119,-0.386462,0.592267
0.009817,0.004763,-0.004639,-0.332539,-0.421783,0.649205
0.009783,0.004719,-0.004571,-0.363013,-0.456173,0.705497
0.009745,0.004671,-0.004498,-0.393542,-0.489556,0.761090
0.009704,0.004621,-0.004419,-0.424130,-0.521858,0.815930
0.009660,0.004567,-0.004335,-0.454776,-0.553009,0.869964
0.009613,0.004510,-0.004245,-0.485482,-0.582940,0.923140
0.009563,0.004450,-0.004150,-0.516246,-0.611584,0.975410
0.009510,0.004388,-0.004050,-0.547068,-0.638879,1.026724
0.009454,0.004323,-0.003945,-0.577945,-0.664763,1.077034
0.009394,0.004255,-0.003835,-0.608874,-0.689181,1.126296
0.009332,0.004185,-0.003720,-0.639851,-0.712078,1.174464
0.009266,0.004113,-0.003600,-0.670873,-0.733403,1.221495
0.009198,0.004038,-0.003475,-0.701931,-0.753110,1.267350
0.009126,0.003962,-0.003346,-0.733021,-0.771155,1.311987
0.009051,0.003884,-0.003213,-0.764133,-0.787498,1.355369
0.008973,0.003804,-0.003075,-0.795260,-0.802103,1.397461
0.008892,0.003723,-0.002934,-0.826391,-0.814938,1.438228
0.008808,0.003641,-0.002788,-0.857515,-0.825974,1.477638
0.008720,0.003558,-0.002638,-0.888620,-0.835188,1.515660
0.008630,0.003474,-0.002485,-0.919692,-0.842559,1.552267
0.008536,0.003390,-0.002328,-0.950718,-0.848070,1.587431
0.008440,0.003305,-0.002167,-0.981683,-0.851710,1.621128
0.008340,0.003219,-0.002003,-1.012569,-0.853470,1.653336
0.008237,0.003134,-0.001836,-1.043359,-0.853347,1.684033
0.008131,0.003049,-0.001667,-1.074035,-0.851340,1.713203
0.008023,0.002964,-0.001494,-1.104577,-0.847455,1.740827
0.007911,0.002879,-0.001318,-1.134964,-0.841700,1.766893
0.007796,0.002795,-0.001140,-1.165174,-0.834087,1.791388
0.007678,0.002712,-0.000960,-1.195185,-0.824633,1.814301
0.007556,0.002631,-0.000778,-1.224972,-0.813360,1.835625
0.007433,0.002550,-0.000593,-1.254512,-0.800291,1.855353
0.007306,0.002470,-0.000406,-1.283778,-0.785457,1.873482
0.007176,0.002393,-0.000218,-1.312744,-0.768889,1.890009
0.007043,0.002317,-0.000028,-1.341382,-0.750625,1.904935
0.006907,0.002243,0.000163,-1.369665,-0.730703,1.918261
0.006769,0.002171,0.000355,-1.397562,-0.709170,1.929991
0.006628,0.002101,0.000549,-1.425045,-0.686071,1.940133
0.006484,0.002033,0.000743,-1.452083,-0.661458,1.948692
0.006338,0.001968,0.000938,-1.478645,-0.635386,1.955679
0.006188,0.001906,0.001134,-1.504699,-0.607911,1.961105
0.006037,0.001847,0.001331,-1.530213,-0.579095,1.964985
0.005882,0.001790,0.001527,-1.555154,-0.549001,1.967331
0.005726,0.001737,0.001724,-1.579488,-0.517695,1.968163
0.005566,0.001687,0.001921,-1.603184,-0.485247,1.967496
0.005405,0.001640,0.002118,-1.626205,-0.451728,1.965353
0.005241,0.001597,0.002314,-1.648520,-0.417212,1.961754
0.005075,0.001557,0.002510,-1.670093,-0.381775,1.956722
0.004907,0.001520,0.002705,-1.690890,-0.345496,1.950281
0.004737,0.001487,0.002900,-1.710876,-0.308455,1.942457
0.004565,0.001458,0.003094,-1.730018,-0.270732,1.933278
0.004391,0.001433,0.003287,-1.748281,-0.232413,1.922771
0.004215,0.001412,0.003478,-1.765631,-0.193580,1.910967
0.004038,0.001395,0.003669,-1.782034,-0.154320,1.897894
0.003859,0.001381,0.003858,-1.797456,-0.114720,1.883586
0.003678,0.001372,0.004046,-1.811865,-0.074866,1.868073
0.003497,0.001366,0.004232,-1.825228,-0.034847,1.851391
0.003313,0.001365,0.004416,-1.837513,0.005248,1.833573
0.003129,0.001367,0.004598,-1.848687,0.045332,1.814653
0.002944,0.001374,0.004779,-1.858721,0.085316,1.794667
0.002757,0.001384,0.004957,-1.867584,0.125112,1.773652
0.002570,0.001399,0.005134,-1.875246,0.164632,1.751644
0.002382,0.001417,0.005308,-1.881680,0.203788,1.728681
0.002194,0.001440,0.005479,-1.886858,0.242495,1.704798
0.002005,0.001466,0.005649,-1.890753,0.280666,1.680035
0.001816,0.001496,0.005815,-1.893341,0.318219,1.654429
0.001626,0.001529,0.005979,-1.894596,0.355068,1.628019
0.001437,0.001567,0.006141,-1.894496,0.391135,1.600841
0.001247,0.001608,0.006300,-1.893020,0.426338,1.572935
0.001058,0.001652,0.006456,-1.890147,0.460600,1.544338
0.000869,0.001700,0.006608,-1.885857,0.493846,1.515089
0.000681,0.001751,0.006759,-1.880135,0.526002,1.485224
0.000493,0.001805,0.006906,-1.872963,0.556997,1.454782
0.000306,0.001862,0.007049,-1.864328,0.586763,1.423799
0.000120,0.001922,0.007190,-1.854216,0.615234,1.392312
-0.000064,0.001985,0.007328,-1.842617,0.642348,1.360356
-0.000248,0.002051,0.007462,-1.829521,0.668043,1.327969
-0.000430,0.002119,0.007594,-1.814921,0.692265,1.295183
-0.000611,0.002189,0.007721,-1.798810,0.714959,1.262035
-0.000790,0.002262,0.007846,-1.781186,0.736075,1.228557
-0.000967,0.002336,0.007967,-1.762045,0.755567,1.194783
-0.001143,0.002413,0.008085,-1.741388,0.773391,1.160743
-0.001316,0.002491,0.008199,-1.719217,0.789508,1.126471
-0.001486,0.002571,0.008310,-1.695534,0.803884,1.091996
-0.001655,0.002652,0.008418,-1.670346,0.816485,1.057347
-0.001820,0.002734,0.008522,-1.643660,0.827284,1.022553
-0.001983,0.002817,0.008622,-1.615485,0.836258,0.987641
-0.002144,0.002901,0.008719,-1.585834,0.843386,0.952639
-0.002301,0.002986,0.008813,-1.554720,0.848653,0.917570
-0.002455,0.003071,0.008903,-1.522158,0.852047,0.882460
-0.002605,0.003156,0.008989,-1.488167,0.853561,0.847332
-0.002752,0.003242,0.009072,-1.452764,0.853191,0.812207
-0.002896,0.003327,0.009152,-1.415973,0.850939,0.777107
-0.003035,0.003412,0.009228,-1.377817,0.846808,0.742052
-0.003171,0.003496,0.009300,-1.338320,0.840809,0.707059
-0.003303,0.003580,0.009369,-1.297511,0.832954,0.672147
-0.003431,0.003663,0.009434,-1.255419,0.823261,0.637333
-0.003554,0.003745,0.009496,-1.212075,0.811751,0.602630
-0.003673,0.003825,0.009555,-1.167511,0.798450,0.568053
-0.003788,0.003904,0.009610,-1.121764,0.783387,0.533614
-0.003897,0.003982,0.009662,-1.074869,0.766595,0.499327
-0.004003,0.004058,0.009710,-1.026865,0.748111,0.465200
-0.004103,0.004132,0.009755,-0.977792,0.727976,0.431243
-0.004198,0.004203,0.009796,-0.927691,0.706235,0.397466
-0.004288,0.004273,0.009834,-0.876607,0.682935,0.363874
-0.004373,0.004340,0.009869,-0.824583,0.658128,0.330474
-0.004453,0.004405,0.009900,-0.771666,0.631869,0.297272
-0.004528,0.004466,0.009928,-0.717903,0.604215,0.264272
-0.004597,0.004525,0.009953,-0.663344,0.575228,0.231476
-0.004660,0.004581,0.009975,-0.608040,0.544972,0.198887
